1、“八一”六十载　　猜一个字	答案是：亲
2087、三十六计　　猜一个字	答案是：九
2088、三十六计，多系上着　　猜一个字	答案是：梦
2089、三十六计用一计　　猜一个字	答案是：莘
2090、三十六刻　　猜一个字	答案是：丸
2091、三十六载成一梦　　猜一个字	答案是：夕
2092、三十上下貌如花　　猜一个字	答案是：卉
2093、三十上下模样，恰似花儿一般　　猜一个字	答案是：卉
2094、三十天　　猜一个字	答案是：音
2095、三十天　　猜一个字	答案是：音
2096、三十未有二十余　　猜一个字	答案是：金
2097、三十未有二十余　　猜一个字	答案是：金
2098、三十载后方相聚　　猜一个字	答案是：苦
2099、三时差十分　　猜一个字	答案是：晶
2100、三台一品逸城边　　猜一个字	答案是：垒
2101、三潭印月　　猜一个字	答案是：心
2102、三潭印月入画中　　猜一个字	答案是：渭
2103、三潭印月西湖景　　猜一个字	答案是：沁
2104、三潭印月影沉水，一带枫林村落鲜　　猜一个字	答案是：澎
2105、三位一体　　猜一个字	答案是：王
2106、三无产品　　猜一个字	答案是：晶
2107、三五扁舟趁秋水　　猜一个字	答案是：盼
2108、三五成群　　猜一个字	答案是：积
2109、三五鸡群，一行雁阵　　猜一个字	答案是：奠
2110、三五皆歪斜　　猜一个字	答案是：罡
2111、三相交流　　猜一个字	答案是：洲
2112、三星白兰地　　猜一个字	答案是：酱
2113、三星伴月蝶高飞　　猜一个字	答案是：恋
2114、三星伴月柳梢头　　猜一个字	答案是：潸
2115、三星伴月如画里　　猜一个字	答案是：思
2116、三星伴月照闺中　　猜一个字	答案是：闷
2117、三星错落映大桥　　猜一个字	答案是：实
2118、三星期　　猜一个字	答案是：昔
2119、三星桥下夜三更　　猜一个字	答案是：学
2120、三星在户　　猜一个字	答案是：沪
2121、三月花开蜂蝶来　　猜一个字	答案是：蠢
2122、三月一直雨纷纷　　猜一个字	答案是：清
2123、三中全会后，乡下变了样　　猜一个字	答案是：纭
2124、三种货币不一样　　猜一个字	答案是：铡
2125、三周　　猜一个字	答案是：昔
2126、三周孵出小鸡　　猜一个字	答案是：醋
2127、三周前一同去西藏　　猜一个字	答案是：醋
2128、伞形改革　　猜一个字	答案是：米
2129、散会　　猜一个字	答案是：云
2130、扫黄打丑　　猜一个字	答案是：牡
2131、森林大火　　猜一个字	答案是：焚
2132、山坳处处起炊烟　　猜一个字	答案是：幽
2133、山伯英台双蝴蝶　　猜一个字	答案是：孪，娈
2134、山不在高　　猜一个字	答案是：嵩
2135、山从人面起　　猜一个字	答案是：仙
2136、山道弯弯　　猜一个字	答案是：幽
2137、山低雁影遥　　猜一个字	答案是：公
2138、山东　　猜一个字	答案是：根
2139、山东禾苗破土出　　猜一个字	答案是：嵊
2140、山东话改革　　猜一个字	答案是：鲳
2141、山东及时雨　　猜一个字	答案是：鲥
2142、山东佳景一日游　　猜一个字	答案是：鲡
2143、山东接海隅　　猜一个字	答案是：汕
2144、山东离别，转眼再会　　猜一个字	答案是：鳗
2145、山东省东平人　　猜一个字	答案是：仙
2146、山东省日照　　猜一个字	答案是：鱼
2147、山东省阴天有雨　　猜一个字	答案是：渔
2148、山东省阴有雨　　猜一个字	答案是：霁
2149、山东一日游　　猜一个字	答案是：鱼
2150、山东有雨，安徽少云　　猜一个字	答案是：鲩
2151、山洞中藏　　猜一个字	答案是：宾
2152、山峰倒遇棹穿波　　猜一个字	答案是：密
2153、山峰隐处水朦胧　　猜一个字	答案是：函
2154、山峰远逝浊浪空　　猜一个字	答案是：蜂
2155、山谷半露，风貌无边　　猜一个字	答案是：嗤
2156、山谷将落日　　猜一个字	答案是：由
2157、山横塞北云　　猜一个字	答案是：击
2158、山横溪畔影登门　　猜一个字	答案是：润
2159、山间曲径马蹄痕　　猜一个字	答案是：函
2160、山间之四时也　　猜一个字	答案是：卿
2161、山径一弯带雨痕　　猜一个字	答案是：函
2162、山岚风光　　猜一个字	答案是：出
2163、山里处处猪满圈　　猜一个字	答案是：豳
2164、山里改变旧貌　　猜一个字	答案是：画
2165、山里乡乡变了样　　猜一个字	答案是：幽
2166、山连水，水连山　　猜一个字	答案是：函
2167、山峦重叠林参差　　猜一个字	答案是：棵
2168、山密夕阳多　　猜一个字	答案是：备
2169、山南山北草初齐　　猜一个字	答案是：茁
2170、山倾村半毁　　猜一个字	答案是：寻
2171、山倾东南　　猜一个字	答案是：棂
2172、山区变了样　　猜一个字	答案是：岚
2173、山区路不平　　猜一个字	答案是：岖
2174、山雀倒衔一叶来　　猜一个字	答案是：鸪
2175、山色四周林木疏，禽鸟飞归足迹留　　猜一个字	答案是：翻
2176、山山唯落晖　　猜一个字	答案是：黜
2177、山山重叠拔云间　　猜一个字	答案是：屈
2178、山上三个洞，上面好养病　　猜一个字	答案是：癌
2179、山上山下一片绿　　猜一个字	答案是：绌
2180、山上有洞洞下有山山洞相连顿见新颜　　猜一个字	答案是：容
2181、山上有山，堪称大山　　猜一个字	答案是：岳
2182、山势尽与江东流　　猜一个字	答案是：汕
2183、山势盘陀入画中　　猜一个字	答案是：田
2184、山是眉峰聚　　猜一个字	答案是：公
2185、山水横舟入画中　　猜一个字	答案是：崽
2186、山水画中新月沉　　猜一个字	答案是：崽
2187、山水相连心贴心　　猜一个字	答案是：凼
2188、山兔　　猜一个字	答案是：峁
2189、山西临汾　　猜一个字	答案是：汕
2190、山西省一日游　　猜一个字	答案是：业
2191、山西省阴　　猜一个字	答案是：亚
2192、山西一别，改日再会　　猜一个字	答案是：显
2193、山西一日游　　猜一个字	答案是：业
2194、山下晴皎皎　　猜一个字	答案是：崩
2195、山下曲径人寥寂　　猜一个字	答案是：岌
2196、山下曲径人寥寂　　猜一个字	答案是：岌
2197、山下山下，风展红旗如画　　猜一个字	答案是：屈
2198、山下石燕飞　　猜一个字	答案是：岚
2199、山下四方必相连　　猜一个字	答案是：崽
2200、山下友人处境危　　猜一个字	答案是：崩
2201、山下有了抽水泵　　猜一个字	答案是：岩
2202、山下有了抽水泵　　猜一个字	答案是：岩
2203、山下有情水横流，连日带月挂心中　　猜一个字	答案是：崽
2204、山乡巨变引水来　　猜一个字	答案是：绿
2205、山形变化旧貌改　　猜一个字	答案是：画
2206、山形环抱树参差　　猜一个字	答案是：棵
2207、山形依旧枕寒流　　猜一个字	答案是：录
2208、山以虚则能受泽　　猜一个字	答案是：函
2209、山影横斜落水中　　猜一个字	答案是：隶
2210、山映斜阳　　猜一个字	答案是：岁
2211、山誉高飞　　猜一个字	答案是：岛
2212、山岳潜影　　猜一个字	答案是：丘
2213、山在虚无缥缈间　　猜一个字	答案是：凹
2214、山在虚无缥缈间　　猜一个字	答案是：幽
2215、山珍海味　　猜一个字	答案是：馈
2216、山中变样，栽进富根　　猜一个字	答案是：画
2217、山中匹配成双对　　猜一个字	答案是：四
2218、山中无老虎　　猜一个字	答案是：伸-王
2219、膻　　猜一个字	答案是：氧
2220、汕头中兴旧貌改　　猜一个字	答案是：洹
2221、商业局　　猜一个字	答案是：立
2222、上班无心，归心似箭　　猜一个字	答案是：瑟
2223、上不封顶，下不保底　　猜一个字	答案是：二
2224、上苍有眼　　猜一个字	答案是：苜
2225、上船相邀　　猜一个字	答案是：敷
2226、上方山建厂　　猜一个字	答案是：岩
2227、上古史官　　猜一个字	答案是：卧
2228、上海安装组　　猜一个字	答案是：婶
2229、上海春来早　　猜一个字	答案是：泰
2230、上海姑娘夺冠　　猜一个字	答案是：婶
2231、上海境内　　猜一个字	答案是：刊
2232、上海居民　　猜一个字	答案是：伸
2233、上海码头　　猜一个字	答案是：砷
2234、上海帽　　猜一个字	答案是：审
2235、上海没有一点雨　　猜一个字	答案是：漏
2236、上海没有一点雨　　猜一个字	答案是：漏
2237、上海人　　猜一个字	答案是：伸
2238、上海之春　　猜一个字	答案是：沐
2239、上行下效　　猜一个字	答案是：哥
2240、上季巧安排，重点援四化　　猜一个字	答案是：税
2241、上篮投中十分整　　猜一个字	答案是：笔
2242、上篮运动太平常　　猜一个字	答案是：筑
2243、上面瞪着两眼，推到下面撒手不管　　猜一个字	答案是：瞿
2244、上面虽切断，下面仍有电　　猜一个字	答案是：蝇
2245、上面下去，下面上去　　猜一个字	答案是：至
2246、上千北雁各西东　　猜一个字	答案是：乘
2247、上去上去，下去下去　　猜一个字	答案是：至
2248、上人厂共同干　　猜一个字	答案是：岸
2249、上杀下丰　　猜一个字	答案是：尖
2250、上山下山猜不出　　猜一个字	答案是：岳
2251、上台献丑　　猜一个字	答案是：牟
2252、上台要稳别着急　　猜一个字	答案是：私
2253、上台伊始除弊端　　猜一个字	答案是：弁
2254、上天峰　　猜一个字	答案是：嵩
2255、上无三厂产品　　猜一个字	答案是：磊
2256、上午送来东西　　猜一个字	答案是：铢
2257、上下出点力　　猜一个字	答案是：为
2258、上下机动　　猜一个字	答案是：朵
2259、上下节约开支　　猜一个字	答案是：卉
2260、上下紧密联系，都要节约一点　　猜一个字	答案是：十
2261、上下均可　　猜一个字	答案是：哥
2262、上下平行左右勾结　　猜一个字	答案是：互
2263、上下齐心大造林　　猜一个字	答案是：樊
2264、上下齐心追千里　　猜一个字	答案是：驳
2265、上下团结如一人　　猜一个字	答案是：娱
2266、上下小心　　猜一个字	答案是：丁
2267、上下要齐心，放手大造林　　猜一个字	答案是：攀
2268、上下一心　　猜一个字	答案是：卡
2269、上下一心把住关　　猜一个字	答案是：卡
2270、上下一心把住关　　猜一个字	答案是：卡
2271、上下一致　　猜一个字	答案是：卡
2272、上下一致大团结，最后必定大统一　　猜一个字	答案是：奏
2273、上下只差一点点　　猜一个字	答案是：咔
2274、上下只差一点点　　猜一个字	答案是：咔
2275、上下抓安全，一点不放松　　猜一个字	答案是：宝
2276、上下左右不出头　　猜一个字	答案是：楞
2277、上下左右一条心　　猜一个字	答案是：愣
2278、上香山　　猜一个字	答案是：珀
2279、上一次　　猜一个字	答案是：业
2280、上一环扣下一环　　猜一个字	答案是：坯
2281、上影　　猜一个字	答案是：卡
2282、上有好者　　猜一个字	答案是：瑗
2283、上有黄鹂深树鸣　　猜一个字	答案是：枭
2284、上元节，人团聚　　猜一个字	答案是：芙
2285、上月进口西洋参　　猜一个字	答案是：涓
2286、上月连升三级　　猜一个字	答案是：膂
2287、芍药谢时燕双飞　　猜一个字	答案是：纵
2288、少年心　　猜一个字	答案是：午
2289、少小离家老大回　　猜一个字	答案是：夭
2290、少驻江头迷望眼，果然秋水浅笼　　猜一个字	答案是：渺
2291、舌头　　猜一个字	答案是：千
2292、舌战　　猜一个字	答案是：诤
2293、射得文虎有几多　　猜一个字	答案是：虔
2294、摄影入门　　猜一个字	答案是：闪
2295、申请后当列兵　　猜一个字	答案是：醉
2296、身在树荫中　　猜一个字	答案是：榭
2297、生存空间　　猜一个字	答案是：阔
2298、生了一女　　猜一个字	答案是：好
2299、生前空有樱桃俏　　猜一个字	答案是：知
2300、生前是风里来雨里去　　猜一个字	答案是：希
2301、生日在一月　　猜一个字	答案是：腥
2302、生死关头须团结一点　　猜一个字	答案是：颜
2303、笙箫管笛俱成双　　猜一个字	答案是：个
2304、圣上召开　　猜一个字	答案是：观
2305、圣旨　　猜一个字	答案是：玲
2306、圣旨　　猜一个字	答案是：谛
2307、失去的友爱又回来　　猜一个字	答案是：受
2308、失信之人莫相交　　猜一个字	答案是：谟
2309、失之东隅，收之桑榆　　猜一个字	答案是：郴
2310、失之东隅收之桑榆　　猜一个字	答案是：郴
2311、失职之后卖枕头　　猜一个字	答案是：耽
2312、十八闺女隐闺中　　猜一个字	答案是：娴
2313、十八路诸侯会　　猜一个字	答案是：枉
2314、十八罗汉　　猜一个字	答案是：李
2315、十八罗汉　　猜一个字	答案是：棵
2316、十八罗汉　　猜一个字	答案是：榔
2317、十八罗汉去海边　　猜一个字	答案是：权
2318、十八滩头旧貌改　　猜一个字	答案是：渣
2319、十八相送　　猜一个字	答案是：目
2320、十八相送　　猜一个字	答案是：杼
2321、十八相送到草桥　　猜一个字	答案是：荣
2322、十八相送泪分流　　猜一个字	答案是：湘
2323、十八夜观湖　　猜一个字	答案是：湘
2324、十尺汉子　　猜一个字	答案是：仗
2325、十滴水　　猜一个字	答案是：汁
2326、十点猜啥字　　猜一个字	答案是：粘
2327、十二大的重点　　猜一个字	答案是：美
2328、十二大四中全会　　猜一个字	答案是：美
2329、十二点　　猜一个字	答案是：斗
2330、十二点十分　　猜一个字	答案是：斛
2331、十二联珠　　猜一个字	答案是：主
2332、十二月　　猜一个字	答案是：荫
2333、十二月二十日日食　　猜一个字	答案是：菁
2334、十二月会面　　猜一个字	答案是：靓
2335、十二月前后　　猜一个字	答案是：蒯
2336、十二月一日天气好　　猜一个字	答案是：晴
2337、十二中全会女代表　　猜一个字	答案是：坤
2338、十分大方　　猜一个字	答案是：奋
2339、十分得体　　猜一个字	答案是：射
2340、十分放心　　猜一个字	答案是：忖
2341、十分高大　　猜一个字	答案是：夺
2342、十分高大　　猜一个字	答案是：夺
2343、十分害怕　　猜一个字	答案是：慎
2344、十分合得来　　猜一个字	答案是：舍
2345、十分明亮　　猜一个字	答案是：觥
2346、十分偶然　　猜一个字	答案是：毯
2347、十分佩服　　猜一个字	答案是：衬
2348、十分偏心　　猜一个字	答案是：忖
2349、十分热烈　　猜一个字	答案是：毯
2350、十分山景傍西湖　　猜一个字	答案是：浔
2351、十分体贴　　猜一个字	答案是：射
2352、十分体贴　　猜一个字	答案是：射
2353、十分体贴无人信　　猜一个字	答案是：谢
2354、十分吸引人　　猜一个字	答案是：付
2355、十分相思水纵横　　猜一个字	答案是：澍
2356、十分需要人　　猜一个字	答案是：付
2357、十分用心细细想　　猜一个字	答案是：忖
2358、十分用心细细想　　猜一个字	答案是：忖
2359、十分有奔头　　猜一个字	答案是：夺
2360、十分有计划　　猜一个字	答案是：诗
2361、十分有意结知音　　猜一个字	答案是：忖
2362、十分有意哪堪离　　猜一个字	答案是：忖
2363、十分冤屈　　猜一个字	答案是：桂
2364、十分之六　　猜一个字	答案是：辛
2365、十分重视安全　　猜一个字	答案是：荃
2366、十个哥哥　　猜一个字	答案是：克
2367、十口定点落户　　猜一个字	答案是：居
2368、十口之家户不满　　猜一个字	答案是：居
2369、十里亭中江上月　　猜一个字	答案是：湖
2370、十里西湖一望中　　猜一个字	答案是：潮
2371、十两多一点　　猜一个字	答案是：斥
2372、十两木耳　　猜一个字	答案是：析
2373、十两一斤　　猜一个字	答案是：芹
2374、十辆空车　　猜一个字	答案是：斤
2375、十六两多一点　　猜一个字	答案是：斥
2376、十年失散，重阳相逢　　猜一个字	答案是：馥
2377、十年失散重逢晚　　猜一个字	答案是：移
2378、十全十美　　猜一个字	答案是：莠
2379、十人同心相聚　　猜一个字	答案是：舍
2380、十人之下　　猜一个字	答案是：走
2381、十日不雨　　猜一个字	答案是：一
2382、十日画一水　　猜一个字	答案是：洵
2383、十日会话　　猜一个字	答案是：询
2384、十日谈　　猜一个字	答案是：询
2385、十日谈　　猜一个字	答案是：询
2386、十三比十一　　猜一个字	答案是：陛
2387、十三大　　猜一个字	答案是：奔
2388、十三大放手改革　　猜一个字	答案是：捧
2389、十三大改革步伐快如飞　　猜一个字	答案是：奔
2390、十三大体现一个“快”字　　猜一个字	答案是：奔
2391、十三大团结前进　　猜一个字	答案是：奔
2392、十三点　　猜一个字	答案是：汁
2393、十三点　　猜一个字	答案是：汁
2394、十三立方　　猜一个字	答案是：陪
2395、十室九空　　猜一个字	答案是：丙
2396、十天零一夜　　猜一个字	答案是：殉
2397、十天未吐一字　　猜一个字	答案是：枸
2398、十位弟兄力量大，一切困难都不怕　　猜一个字	答案是：克
2399、十无一焉　　猜一个字	答案是：鸠
2400、十五天　　猜一个字	答案是：胖
2401、十羊重调配才有希望　　猜一个字	答案是：幸
2402、十一　　猜一个字	答案是：坌
2403、十一比五，中国领先，阿拉伯落后　　猜一个字	答案是：考
2404、十一点进厂　　猜一个字	答案是：压
2405、十一点进厂　　猜一个字	答案是：压
2406、十一观潮　　猜一个字	答案是：湖
2407、十一号荣中二名　　猜一个字	答案是：壶
2408、十月革命一声炮响　　猜一个字	答案是：鹕
2409、十月怀胎，一朝分娩　　猜一个字	答案是：早
2410、十月培土　　猜一个字	答案是：隍
2411、十月十日方订合同　　猜一个字	答案是：嘲
2412、十载比邻双又离　　猜一个字	答案是：哔
2413、十载参玄如对冰　　猜一个字	答案是：率
2414、十载翻身业　　猜一个字	答案是：赤
2415、十载改革旧貌改　　猜一个字	答案是：早
2416、十载树雄心　　猜一个字	答案是：伎
2417、十载同心言相投　　猜一个字	答案是：诘
2418、十载挖穷根　　猜一个字	答案是：宋
2419、十载相思影半斜　　猜一个字	答案是：彭
2420、十载相思又十载　　猜一个字	答案是：鼓
2421、十载枕戈不脱衣　　猜一个字	答案是：裁
2422、十则围之　　猜一个字	答案是：田
2423、十字街头　　猜一个字	答案是：千
2424、十字街头巧相逢　　猜一个字	答案是：千
2425、十字街头竖杆旗　　猜一个字	答案是：阡
2426、十字津头一字生　　猜一个字	答案是：汗
2427、石板　　猜一个字	答案是：反
2428、石化厂破格用人　　猜一个字	答案是：员
2429、石头城外月光明　　猜一个字	答案是：旺
2430、石头记故事　　猜一个字	答案是：碘
2431、石为枕头草为床　　猜一个字	答案是：蘑
2432、时到日落人方归　　猜一个字	答案是：付
2433、时装　　猜一个字	答案是：衾
2434、实现大统一　　猜一个字	答案是：天
2435、史　　猜一个字	答案是：诂
2436、始乱终弃　　猜一个字	答案是：升
2437、始终台湾归一统　　猜一个字	答案是：弘
2438、士别三日，刮目相看　　猜一个字	答案是：桔
2439、士别一日　　猜一个字	答案是：早
2440、世界屋脊　　猜一个字	答案是：屉
2441、似残月升起夜已半　　猜一个字	答案是：孚
2442、似曾相识燕归来　　猜一个字	答案是：鹊
2443、似船载船　　猜一个字	答案是：盘
2444、似看展翼在云前　　猜一个字	答案是：会
2445、似镰新水印湖心　　猜一个字	答案是：乱
2446、似眉、似镜、似弓　　猜一个字	答案是：娟
2447、似是残花顺水流　　猜一个字	答案是：顷
2448、似我　　猜一个字	答案是：豫
2449、似雪压枝头，实梨花带雨　　猜一个字	答案是：泉
2450、似以变更为宜　　猜一个字	答案是：便
2451、事事如意　　猜一个字	答案是：恰
2452、事业中兴，前景在望　　猜一个字	答案是：晋
2453、是非只为多开口　　猜一个字	答案是：匪
2454、是妾居中巧安排　　猜一个字	答案是：嬖
2455、收拾得早　　猜一个字	答案是：曰
2456、手把芙蓉　　猜一个字	答案是：鸷
2457、手持单刀一口　　猜一个字	答案是：招
2458、手持上方宝剑　　猜一个字	答案是：招
2459、手无寸铁　　猜一个字	答案是：控
2460、守到一点补贴一元　　猜一个字	答案是：冠
2461、守株待兔　　猜一个字	答案是：柳
2462、守株待兔在田头　　猜一个字	答案是：榴
2463、首先和党心连心　　猜一个字	答案是：总
2464、售　　猜一个字	答案是：读
2465、书签　　猜一个字	答案是：颊
2466、书香门第　　猜一个字	答案是：闵
2467、蜀水横流　　猜一个字	答案是：州
2468、鼠头虎尾　　猜一个字	答案是：儿
2469、树林又蔽一寸光　　猜一个字	答案是：森
2470、树头雁阵入画中　　猜一个字	答案是：巢
2471、树雄心　　猜一个字	答案是：仅
2472、树影参差入画中　　猜一个字	答案是：棵
2473、树影池边月　　猜一个字	答案是：潸
2474、栓　　猜一个字	答案是：森
2475、双方离别泪纷纷　　猜一个字	答案是：器
2476、双方联合公报　　猜一个字	答案是：暄
2477、双峰插云　　猜一个字	答案是：曲
2478、双联开关　　猜一个字	答案是：聂
2479、双双并肩干，一一比高低　　猜一个字	答案是：琵
2480、双雁归来细雨中　　猜一个字	答案是：炎
2481、双移莲步履于冰　　猜一个字	答案是：弱
2482、双重人格　　猜一个字	答案是：徊
2483、水表　　猜一个字	答案是：泊
2484、水产公司　　猜一个字	答案是：衡
2485、水产门市部　　猜一个字	答案是：衡
2486、水上码头　　猜一个字	答案是：泵
2487、水上人家　　猜一个字	答案是：沪
2488、水上作业　　猜一个字	答案是：汞
2489、水蛇　　猜一个字	答案是：汜
2490、水随空山转　　猜一个字	答案是：汇
2491、水调歌头　　猜一个字	答案是：河
2492、水调歌头　　猜一个字	答案是：河
2493、水源曲折山峰隐　　猜一个字	答案是：丞
2494、说　　猜一个字	答案是：会
2495、说大话　　猜一个字	答案是：诳
2496、说了十天　　猜一个字	答案是：询
2497、司令下令挥师东下　　猜一个字	答案是：同
2498、丝　　猜一个字	答案是：给
2499、丝林环抱　　猜一个字	答案是：楞
2500、丝林之外飞来峰　　猜一个字	答案是：峙
2501、丝丝垂柳隔山来　　猜一个字	答案是：幽
2502、丝丝春柳垂花前　　猜一个字	答案是：菲
2503、丝织厂里献丹心　　猜一个字	答案是：缠
2504、思想不集中　　猜一个字	答案是：忿
2505、死鸡　　猜一个字	答案是：醉
2506、四点十分一连出车　　猜一个字	答案是：迷
2507、四方错落留春住　　猜一个字	答案是：躁
2508、四方工人团结紧　　猜一个字	答案是：吴
2509、四方归客心　　猜一个字	答案是：备
2510、四方归客心　　猜一个字	答案是：备
2511、四方环镇嵩当中　　猜一个字	答案是：回
2512、四方会谈　　猜一个字	答案是：诃
2513、四方可一统　　猜一个字	答案是：哥
2514、四方齐合作，乡下变了样　　猜一个字	答案是：细
2515、四方同心通力合作　　猜一个字	答案是：勰
2516、四方团结务须出力　　猜一个字	答案是：备
2517、四方团聚兔年春　　猜一个字	答案是：榴
2518、四方围住一只狗　　猜一个字	答案是：器
2519、四方一统息干戈　　猜一个字	答案是：哉
2520、四方拥护党中央　　猜一个字	答案是：回
2521、四方云散见孤月　　猜一个字	答案是：谓
2522、四顾渺无际　　猜一个字	答案是：儿
2523、四化记心上　　猜一个字	答案是：总
2524、四化前程　　猜一个字	答案是：积
2525、四化前程美的开端　　猜一个字	答案是：税
2526、四化人人争先进　　猜一个字	答案是：欲
2527、四化一直搞下去　　猜一个字	答案是：匹
2528、四化之秋需要人　　猜一个字	答案是：税
2529、四连冠　　猜一个字	答案是：宁
2530、四六合成　　猜一个字	答案是：交
2531、四面环山藏雾里　　猜一个字	答案是：备
2532、四面环山共拱北　　猜一个字	答案是：冀
2533、四面皆山好耕耘　　猜一个字	答案是：田
2534、四面重峦嶂　　猜一个字	答案是：田
2535、四入汉阳　　猜一个字	答案是：漫
2536、四山环抱林高低　　猜一个字	答案是：棵
2537、四退八进一　　猜一个字	答案是：日
2538、四围春色中　　猜一个字	答案是：困
2539、四围山色参差树　　猜一个字	答案是：棵
2540、四围山色湖光中　　猜一个字	答案是：谓
2541、四围山色隐雾中　　猜一个字	答案是：备
2542、四围只见东门阙　　猜一个字	答案是：匹
2543、四五蟾兔缺　　猜一个字	答案是：芎
2544、四又二分之一　　猜一个字	答案是：双
2545、四周山色画中看　　猜一个字	答案是：田
2546、寺后翠竹偏宜人　　猜一个字	答案是：符
2547、驷马难追　　猜一个字	答案是：四
2548、松柏后凋知岁末　　猜一个字	答案是：梦
2549、松绑要清“左”　　猜一个字	答案是：邦
2550、耸人听闻　　猜一个字	答案是：诡
2551、叟　　猜一个字	答案是：佬
2552、酸甜各半　　猜一个字	答案是：酣
2553、算命先生　　猜一个字	答案是：仆
2554、虽说十分珍贵，全靠点滴积累　　猜一个字	答案是：金
2555、虽我独飘零，犹存中国心　　猜一个字	答案是：钰
2556、岁末除夕人归来　　猜一个字	答案是：仙
2557、岁末恰逢周末　　猜一个字	答案是：名
2558、岁首离别年底归　　猜一个字	答案是：舛
2559、岁岁除夕夜　　猜一个字	答案是：黜
2560、孙中山为公忘私　　猜一个字	答案是：交
2561、损失不小　　猜一个字	答案是：夸
2562、他俩招工到贵阳　　猜一个字	答案是：凡
2563、他去也，怎把心儿放　　猜一个字	答案是：作
2564、他去也怎把心儿放　　猜一个字	答案是：作
2565、他也去登山　　猜一个字	答案是：仙
2566、台前新月映池边　　猜一个字	答案是：泓
2567、台上不见台下见　　猜一个字	答案是：吕
2568、台上无人坐，三番请上台　　猜一个字	答案是：垒
2569、台上一人放影片　　猜一个字	答案是：参
2570、台湾始终归一统　　猜一个字	答案是：弘
2571、台下暗箭射上台　　猜一个字	答案是：唉
2572、台下出丑　　猜一个字	答案是：牟
2573、抬头四处观，陈列未所见　　猜一个字	答案是：掇
2574、太平门　　猜一个字	答案是：咄
2575、太阳一出化春水　　猜一个字	答案是：渣
2576、泰山　　猜一个字	答案是：仗
2577、昙　　猜一个字	答案是：阴
2578、谈谈临门一脚　　猜一个字	答案是：谢
2579、谈一点　　猜一个字	答案是：讣
2580、叹息　　猜一个字	答案是：蹉
2581、叹与子别离　　猜一个字	答案是：亟
2582、叹子分家意急切　　猜一个字	答案是：亟
2583、炭　　猜一个字	答案是：樵
2584、逃之夭夭　　猜一个字	答案是：兆
2585、逃走了　　猜一个字	答案是：兆
2586、桃花溪　　猜一个字	答案是：滟
2587、桃李依旧笑春风　　猜一个字	答案是：妩
2588、桃梅李杏村村有　　猜一个字	答案是：木
2589、陶瓷处理品　　猜一个字	答案是：盗
2590、提前到海南　　猜一个字	答案是：捣
2591、提前改变旧貌　　猜一个字	答案是：担
2592、天际两蛾凝黛　　猜一个字	答案是：关
2593、天没有地有，你没有他有　　猜一个字	答案是：也
2594、天倾西北　　猜一个字	答案是：夭
2595、天上美人　　猜一个字	答案是：鲁
2596、天上牵牛会织女　　猜一个字	答案是：姓
2597、天上牵牛织女　　猜一个字	答案是：姓
2598、天上人间会相见　　猜一个字	答案是：巩
2599、天上人间结同心　　猜一个字	答案是：恐
2600、天上银河隔牛女　　猜一个字	答案是：巫
2601、天上银河隔牛女　　猜一个字	答案是：巫
2602、天生一对，地设一双　　猜一个字	答案是：畦
2603、天水相接不见人　　猜一个字	答案是：汞
2604、天水相连不见人　　猜一个字	答案是：汞
2605、天天大扫除　　猜一个字	答案是：二
2606、天天不见人　　猜一个字	答案是：二
2607、天天伸头看落日　　猜一个字	答案是：替
2608、天下春光收眼底　　猜一个字	答案是：霜
2609、天下莫大焉　　猜一个字	答案是：一
2610、天下十分安定　　猜一个字	答案是：夺
2611、天下四方成一统　　猜一个字	答案是：奋
2612、天下太平　　猜一个字	答案是：晏
2613、天下无人写此字　　猜一个字	答案是：些
2614、天下一绝　　猜一个字	答案是：人
2615、天仙化人　　猜一个字	答案是：出
2616、天向梅边别有春　　猜一个字	答案是：晦
2617、田边放羊　　猜一个字	答案是：昧
2618、田分二分已十载　　猜一个字	答案是：噩
2619、田间变化人变样　　猜一个字	答案是：估
2620、田间俱备　　猜一个字	答案是：真
2621、田间偶拾　　猜一个字	答案是：卉
2622、田间桥下落残红　　猜一个字	答案是：索
2623、田里禾苗田外草　　猜一个字	答案是：菌
2624、田里苗绿田外草青　　猜一个字	答案是：菌
2625、田里跑到田外　　猜一个字	答案是：叶
2626、田里雨后长青草　　猜一个字	答案是：蕾
2627、田上禾穗颗粒多　　猜一个字	答案是：番
2628、田土一失共操戈　　猜一个字	答案是：戴
2629、田园现已换新装　　猜一个字	答案是：酤
2630、田中发言　　猜一个字	答案是：计
2631、田中内阁　　猜一个字	答案是：备
2632、田中相思傍细柳　　猜一个字	答案是：彭
2633、田中直径通南北　　猜一个字	答案是：申
2634、调动岗位　　猜一个字	答案是：岖
2635、调整部署　　猜一个字	答案是：睹
2636、汀畔流水半如烟　　猜一个字	答案是：町
2637、亭台上下共青辉　　猜一个字	答案是：膏
2638、庭院植树　　猜一个字	答案是：闲
2639、同胞　　猜一个字	答案是：捉
2640、同胞去后柔肠断　　猜一个字	答案是：棚
2641、同行十二载　　猜一个字	答案是：珩
2642、同是宦游人　　猜一个字	答案是：管
2643、同室操戈　　猜一个字	答案是：戽
2644、同心改革朝前走　　猜一个字	答案是：明
2645、同心改革面貌变　　猜一个字	答案是：回
2646、同心改革向前进　　猜一个字	答案是：白
2647、同心改革一致向前　　猜一个字	答案是：百
2648、同心干　　猜一个字	答案是：开
